author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,narrative_status,conflict,harmony,partition,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,text_place_title,place_name,location_religion,relig_att_loc,geolocation,mentioned,location_name,location_country,short_description,wkt,locational_certainty,geometry,administrative_area,pub_year,gender_author,country_of_birth_author,author_birth_location,text_place_id,character_id,text_id,location_id,author_id,author_birth_id
"Sahni, Bhisham",Tamas,144,139,140,1,Statistics Babu was still standing on the balcony when,NA,Interpersonal,NA,TRUE,Refugee,Unknown 2,NA,139,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Relief Committee Office in Tamas,Relief Committee Office,Unknown,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,137,230,34,NA,32,33
"Sahni, Bhisham",Tamas,145,140,140,1,"The evening before, Dev Dutt had come by",NA,NA,NA,TRUE,Relief Committee,Statistics Babu,NA,137,Male,Single,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Relief Committee Office in Tamas,Relief Committee Office,Unknown,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,137,136,34,NA,32,33
"Sahni, Bhisham",Tamas,145,140,140,1,"The evening before, Dev Dutt had come by",NA,NA,NA,TRUE,Dutt,Dev,NA,140,Male,Single,Hindu,Nominal,NA,NA,NA,NA,NA,Present,Relief Committee Office in Tamas,Relief Committee Office,Unknown,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,137,146,34,NA,32,33
"Sahni, Bhisham",Tamas,157,76,76,2,The grain market still burned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,Grain Market in Tamas,Grain Market,Unknown,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,195,NA,NA,NA,32,33
"Sahni, Bhisham",Tamas,165,27,28,1,The two of them halted their horses,NA,NA,NA,NA,Deputy Commissioner,Richard,NA,27,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,Top of hill (Alexander valley) in Tamas,Top of hill (Alexander valley),Unknown,Other-identified.Character other-attributed,CREATED,NA,Hindu Kush,Pakistan,NA,POINT(73.278809 36.897194),2. Probable location,NA,NA,1974,Male,Pakistan,Rawalpindi,176,167,34,2991,32,33
"Sahni, Bhisham",Tamas,165,27,28,1,The two of them halted their horses,NA,NA,NA,NA,Richard's wife,Liza,NA,27,Female,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,Top of hill (Alexander valley) in Tamas,Top of hill (Alexander valley),Unknown,Other-identified.Character other-attributed,CREATED,NA,Hindu Kush,Pakistan,NA,POINT(73.278809 36.897194),2. Probable location,NA,NA,1974,Male,Pakistan,Rawalpindi,176,169,34,2991,32,33
"Sahni, Bhisham",Tamas,171,41,41,1,Vanaprasthi began to read the usual mantras,NA,NA,NA,NA,The Sanskrit-knowing Brahman in the congregation,Vanaprasthi,NA,41,Male,Single,Hindu,Definitional,NA,NA,NA,NA,India,Present,Congregation in Tamas,Congregation,Hindu,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,200,178,34,NA,32,33
"Sahni, Bhisham",Tamas,201,76,76,1,"In the light of day, the city lay still",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,THE CITY in Tamas,THE CITY,Unknown,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,211,NA,NA,NA,32,33
"Sahni, Bhisham",Tamas,215,76,76,3,"A few milk shops were open here and there, and groups of men stood nearby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Present,Milk Shops in Tamas,Milk Shops,Unknown,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,198,NA,NA,NA,32,33
"Sahni, Bhisham",Tamas,226,41,41,2,One could get a taste of Indian culture,NA,NA,NA,NA,The Sanskrit-knowing Brahman in the congregation,Vanaprasthi,NA,41,Male,Single,Hindu,Definitional,NA,NA,NA,NA,India,Present,Congregation in Tamas,Congregation,Hindu,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,200,178,34,NA,32,33
"Sahni, Bhisham",Tamas,226,41,41,2,One could get a taste of Indian culture,NA,NA,NA,NA,Congregation,People,NA,41,Unknown,Group,Hindu,Definitional,NA,NA,NA,NA,India,Present,Congregation in Tamas,Congregation,Hindu,Definitional,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,200,238,34,NA,32,33
"Sahni, Bhisham",Tamas,232,30,30,1,Richard and Liza walked through the bungalow’s many rooms,NA,NA,NA,NA,Deputy Commissioner,Richard,NA,27,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,Richard & Liza's bungalow in Tamas,Richard & Liza's bungalow,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,235,167,34,NA,32,33
"Sahni, Bhisham",Tamas,232,30,30,1,Richard and Liza walked through the bungalow’s many rooms,NA,NA,NA,NA,Richard's wife,Liza,NA,27,Female,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,Richard & Liza's bungalow in Tamas,Richard & Liza's bungalow,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,235,169,34,NA,32,33
"Sahni, Bhisham",Tamas,239,31,31,1,"Before sitting down to eat breakfast, Richard stopped",NA,NA,NA,NA,Deputy Commissioner,Richard,NA,27,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,Richard & Liza's bungalow in Tamas,Richard & Liza's bungalow,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,235,167,34,NA,32,33
"Sahni, Bhisham",Tamas,239,31,31,1,"Before sitting down to eat breakfast, Richard stopped",NA,NA,NA,NA,Richard's wife,Liza,NA,27,Female,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,Richard & Liza's bungalow in Tamas,Richard & Liza's bungalow,Christian,Speculation,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,Male,Pakistan,Rawalpindi,235,169,34,NA,32,33
"Hosain, Attia",Sunlight on a Broken Column,314,156,156,1,THE day after the reception the Viceroy was,NA,NA,NA,NA,Viceroy,Unknown,NA,156,Male,Single,Christian,Speculation,NA,NA,NA,NA,NA,Present,"Lucknow, India in Sunlight on a Broken Column","Lucknow, India",Unknown|Unaffiliated,NA,CREATED,NA,Lucknow University,India,Lucknow in UP,POINT(80.936033 26.863315),1. High confidence,Point,7 Metropolitan Area,1961,Female,India,Lucknow University,370,341,25,22,21,22
"Hosain, Attia",Sunlight on a Broken Column,314,156,156,1,THE day after the reception the Viceroy was,NA,NA,NA,NA,Hasan,Zahra,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Lucknow, India in Sunlight on a Broken Column","Lucknow, India",Unknown|Unaffiliated,NA,CREATED,NA,Lucknow University,India,Lucknow in UP,POINT(80.936033 26.863315),1. High confidence,Point,7 Metropolitan Area,1961,Female,India,Lucknow University,370,318,25,22,21,22
"Hosain, Attia",Sunlight on a Broken Column,322,1,1,1,The day my Aunt Abida moved from the zenana into the guest room,NA,NA,NA,NA,Hasan,Abida,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,315,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,322,1,1,1,The day my Aunt Abida moved from the zenana into the guest room,NA,NA,NA,NA,Hasan,Syed Mohammad,NA,14,Male,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,310,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,NA,NA,NA,NA,Unknown,Mohsin,NA,18,Male,Single,Muslim,NA,NA,NA,NA,NA,India,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,327,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,NA,NA,NA,NA,Unknown,Musa,NA,18,Male,Single,Muslim,Self-identified,NA,NA,NA,NA,India,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,326,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,NA,NA,NA,NA,Hasan,Abida,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,315,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,NA,NA,NA,NA,Hasan,Majida,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,316,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,NA,NA,NA,NA,Hasan,Laila,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,317,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,328,18,18,1,Through the curtained door of the guest room came the sound of voices in argument,NA,NA,NA,NA,Hasan,Zahra,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Zenana in Sunlight on a Broken Column,Zenana,Muslim,Definitional,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,65,318,25,NA,21,22
"Pritam, Amrita",Pinjar,333,13,13,1,He had robbed her of her birthright,NA,Religion,NA,NA,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,297,37,3114,35,36
"Pritam, Amrita",Pinjar,335,14,14,1,At night she stole the key of the door,NA,Religion,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,336,14,14,2,unlocked the door and stepped out of her prison.,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,337,14,14,3,Pooro rattled the chain.,NA,Religion,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,248,37,3112,35,36
"Pritam, Amrita",Pinjar,339,15,15,1,Rashida came running breathlessly towards her.,NA,NA,NA,NA,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,297,37,3112,35,36
"Pritam, Amrita",Pinjar,342,15,15,1,Rashida came running breathlessly towards her.,NA,NA,NA,NA,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,297,37,3112,35,36
"Pritam, Amrita",Pinjar,342,15,15,1,Rashida came running breathlessly towards her.,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,"Pooro's home, Chatto village in Pinjar","Pooro's home, Chatto village",Hindu,Speculation,CREATED,NA,Chatto Village: Pooro's Home,Pakistan,The place where Pooro lives. This location has no connection to reality.,POINT(73.48151 32.574085),3. Conjectural,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,338,248,37,3112,35,36
"Pritam, Amrita",Pinjar,345,15,15,2,The third day the Maulvi came with another two or three men.,NA,NA,NA,NA,Unknown,Maulvi,NA,11,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,347,37,3114,35,36
"Pritam, Amrita",Pinjar,345,15,15,2,The third day the Maulvi came with another two or three men.,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,345,15,15,2,The third day the Maulvi came with another two or three men.,NA,NA,NA,NA,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,297,37,3114,35,36
"Hosain, Attia",Sunlight on a Broken Column,346,26,28,1,They were all staring at a smaller group in the foreground.,NA,NA,NA,NA,Unknown,Jumman,NA,26,Male,Single,Hindu,NA,NA,NA,NA,NA,India,Present,House in Sunlight on a Broken Column,House,Muslim,Speculation,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,1991,343,25,NA,21,22
"Hosain, Attia",Sunlight on a Broken Column,346,26,28,1,They were all staring at a smaller group in the foreground.,NA,NA,NA,NA,Unknown,Nandi,NA,26,Female,Single,Hindu,NA,NA,NA,NA,NA,India,Present,House in Sunlight on a Broken Column,House,Muslim,Speculation,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1961,Female,India,Lucknow University,1991,344,25,NA,21,22
"Pritam, Amrita",Pinjar,350,16,16,1,Rashida packed is odds and ends,NA,NA,NA,FALSE,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,248,37,3114,35,36
"Pritam, Amrita",Pinjar,350,16,16,1,Rashida packed is odds and ends,NA,NA,NA,FALSE,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,297,37,3114,35,36
"Pritam, Amrita",Pinjar,350,16,16,1,Rashida packed is odds and ends,NA,NA,NA,FALSE,Unknown,Rahima,NA,16,Male,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Present,Rashida's home in Pinjar,Rashida's home,Muslim,Speculation,CREATED,NA,Sakar Village: Rashid's Home,Pakistan,Paroo is abducted to this village,POINT(73.548589 32.544534),3. Conjectural,Point,10 Village/Civic Ward,1950,Female,Pakistan,Mandi Bahauddin,334,353,37,3114,35,36
"Pritam, Amrita",Pinjar,357,16,16,2,They did not pester her with many questions,NA,NA,NA,NA,Unknown,Women of Rahima's household,NA,16,Female,Group,Muslim,Speculation,NA,NA,NA,NA,NA,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,354,37,NA,35,36
"Pritam, Amrita",Pinjar,357,16,16,2,They did not pester her with many questions,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,248,37,NA,35,36
"Pritam, Amrita",Pinjar,358,16,16,3,The man tattooed on it the new name,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,248,37,NA,35,36
"Pritam, Amrita",Pinjar,358,16,16,3,The man tattooed on it the new name,NA,NA,NA,NA,Unknown,Stranger,NA,16,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,359,37,NA,35,36
"Pritam, Amrita",Pinjar,360,17,17,1,He lit the fire in the hearth and put,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,248,37,NA,35,36
"Pritam, Amrita",Pinjar,360,17,17,1,He lit the fire in the hearth and put,NA,NA,NA,NA,Shaikh,Rashida,NA,4,Male,Single,Muslim,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,297,37,NA,35,36
"Pritam, Amrita",Pinjar,361,18,19,1,"it was animated crowd, with groups moving",NA,NA,NA,NA,Unknown,Baisakh crowd,NA,18,Unknown,Group,Hindu,Speculation,NA,NA,NA,NA,NA,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,363,37,NA,35,36
"Pritam, Amrita",Pinjar,361,18,19,1,"it was animated crowd, with groups moving",NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,248,37,NA,35,36
"Pritam, Amrita",Pinjar,365,20,21,1,Rashida sent for Rahima’s mother.,NA,NA,NA,NA,Unknown,Rahima's Mother,NA,20,Female,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,366,37,NA,35,36
"Pritam, Amrita",Pinjar,365,20,21,1,Rashida sent for Rahima’s mother.,NA,NA,NA,NA,Unknown,Midwife,NA,20,Unknown,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,368,37,NA,35,36
"Pritam, Amrita",Pinjar,365,20,21,1,Rashida sent for Rahima’s mother.,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Sakkar village in Pinjar,Sakkar village,Unknown,NA,CREATED,FALSE,NA,NA,NA,NA,NA,NA,NA,1950,Female,Pakistan,Mandi Bahauddin,355,248,37,NA,35,36
